-30, -33.49272349272349
20, 29.750519750519757
30, 33.11850311850313
-60, -58.565488565488565
70, 38.357588357588355
10, 21.143451143451145
-80, -83.63825363825364
-40, -50.7068607068607
-20, -32.370062370062364
-50, -49.95841995841996
-40, -43.22245322245322
30, 29.376299376299386
40, 47.71309771309771
-70, -77.65072765072765
0, 10.29106029106029
-70, -79.8960498960499
20, 25.634095634095644
40, 45.46777546777548
-20, -9.168399168399162
10, 19.272349272349274
-60, -29.37629937629937
-10, -8.41995841995842
-30, -21.517671517671516
-10, -6.548856548856548
60, 60.81081081081081
70, 75.03118503118503
50, 64.55301455301455
-50, -0.9355509355509355
60, 53.70062370062371
0, 20.769230769230774
-80, -84.38669438669439
50, 54.074844074844094
