-50, -45.560165975103736
-60, -62.365145228215766
20, 11.950207468879668
-80, -16.431535269709542
-70, -33.60995850622407
-80, -29.87551867219917
50, 51.908713692946066
0, 5.601659751037346
-50, -15.31120331950207
-30, -28.7551867219917
20, 19.419087136929463
0, 5.601659751037346
-40, -14.937759336099589
-10, -8.589211618257266
30, 18.672199170124486
-20, -13.443983402489621
-20, -11.203319502074692
60, 66.09958506224066
40, 60.12448132780082
-40, -11.950207468879668
50, 55.64315352697096
70, 60.87136929460581
60, 57.88381742738591
10, 27.634854771784234
-70, -5.22821576763485
-30, -16.058091286307047
30, 25.39419087136929
10, 13.07053941908714
70, 76.1825726141079
-10, 9.709543568464738
40, 44.81327800829877
-60, -18.29875518672199
