# verdadeiro, estimado
-40,35.8873
20,35.8873
-50,36.263
-60,35.5115
30,35.8873
-10,36.263
-70,35.5115
0,35.5115
70,36.6388
50,36.263
10,35.8873
-20,36.6388
-30,35.5115
60,34.7599
-80,35.8873
80,35.5115
40,35.8873
