# verdadeiro, estimado, distancia, estimulo
-30, -34.0755, 0.700787, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-30.wav
-45, 3.0566, 1, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_-45.wav
75, 82.5283, 0.947835, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_75.wav
90, 82.3019, 0.82874, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_90.wav
-60, -69.8491, 0.86122, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-60.wav
-90, -35.8868, 0.526575, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_-90.wav
-60, -5.32075, 0.732283, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_-60.wav
-75, -32.4906, -0.00295276, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_-75.wav
0, 33.1698, 0.809055, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_0.wav
-30, -23.2075, 1, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_-30.wav
15, 46.7547, 1, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_15.wav
60, 29.3208, 0.95374, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_60.wav
-60, -19.8113, 0.90748, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_-60.wav
15, 47.434, 1, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_15.wav
15, 38.1509, 1, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_15.wav
15, 53.7736, 0.807087, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_15.wav
60, 19.5849, 0.874016, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_60.wav
30, 55.3585, -0.0019685, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_30.wav
-30, -22.5283, 0.825787, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_-30.wav
30, 35.2075, 0.625984, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_30.wav
60, 69.3962, 0.932087, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_60.wav
-30, -22.3019, 0.920276, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-30.wav
